book,line start,line end,greek text,english text
3,80,84,"εἴρεαι ὁππόθεν εἰμέν: ἐγὼ δέ κέ τοι καταλέξω.
ἡμεῖς ἐξ Ἰθάκης ὑπονηίου εἰλήλουθμεν:
πρῆξις δ᾽ ἥδ᾽ ἰδίη, οὐ δήμιος, ἣν ἀγορεύω.
πατρὸς ἐμοῦ κλέος εὐρὺ μετέρχομαι, ἤν  που ἀκούσω,
δίου Ὀδυσσῆος ταλασίφρονος, ὅν ποτέ φασι","thou askest whence we are, and I will surely tell thee. We have come from Ithaca that is below Neion; but this business whereof I speak is mine own, and concerns not the people. I come after the wide-spread rumor of my father, if haply I may hear of it, even of goodly Odysseus of the steadfast heart, who once, men say,"
3,85,89,"σὺν σοὶ μαρνάμενον Τρώων πόλιν ἐξαλαπάξαι.
ἄλλους μὲν γὰρ πάντας, ὅσοι Τρωσὶν πολέμιξον,
πευθόμεθ᾽, ἧχι ἕκαστος ἀπώλετο λυγρῷ ὀλέθρῳ,
κείνου δ᾽ αὖ καὶ ὄλεθρον ἀπευθέα θῆκε Κρονίων.
οὐ γάρ τις δύναται σάφα εἰπέμεν ὁππόθ᾽ ὄλωλεν,","fought by thy side and sacked the city of the Trojans. For of all men else, as many as warred with the Trojans, we learn where each man died a woeful death, but of him the son of Cronos has made even the death to be past learning; for no man can tell surely where he hath died,—"
3,90,94,"εἴθ᾽ ὅ γ᾽ ἐπ᾽ ἠπείρου δάμη ἀνδράσι δυσμενέεσσιν,
εἴτε καὶ ἐν πελάγει μετὰ κύμασιν Ἀμφιτρίτης.
τοὔνεκα νῦν τὰ σὰ γούναθ᾽ ἱκάνομαι, αἴ κ᾽ ἐθέλῃσθα
κείνου λυγρὸν ὄλεθρον ἐνισπεῖν, εἴ που ὄπωπας
ὀφθαλμοῖσι τεοῖσιν ἢ ἄλλου μῦθον ἄκουσας","whether he was overcome by foes on the mainland, or on the deep among the waves of Amphitrite. Therefore am I now come to thy knees, if perchance thou wilt be willing to tell me of his woeful death, whether thou sawest it haply with thine own eyes, or didst hear from some other the story"
3,95,99,"πλαζομένου: πέρι γάρ μιν ὀιζυρὸν τέκε μήτηρ.
μηδέ τί μ᾽ αἰδόμενος μειλίσσεο μηδ᾽ ἐλεαίρων,
ἀλλ᾽ εὖ μοι κατάλεξον ὃπως ἤντησας ὀπωπῆς.
λίσσομαι, εἴ ποτέ τοί τι πατὴρ ἐμός, ἐσθλὸς Ὀδυσσεύς,
ἢ ἔπος ἠέ τι ἔργον ὑποστὰς ἐξετέλεσσε","of his wanderings; for beyond all men did his mother bear him to sorrow. And do thou nowise out of ruth or pity for me speak soothing words, but tell me truly how thou didst come to behold him. I beseech thee, if ever my father, noble Odysseus, promised aught to thee of word or deed and fulfilled it"
3,100,101,"δήμῳ ἔνι Τρώων,  ὅθι πάσχετε πήματ᾽ Ἀχαιοί,
τῶν νῦν μοι μνῆσαι, καί μοι νημερτὲς ἐνίσπες.","in the land of the Trojans, where you Achaeans suffered woes, be mindful of it now, I pray thee, and tell me the very truth.”"
3,102,104,"τὸν δ᾽ ἠμείβετ᾽ ἔπειτα Γερήνιος ἱππότα Νέστωρ:
ὦ φίλ᾽, ἐπεί μ᾽ ἔμνησας ὀιζύος, ἥν ἐν ἐκείνῳ
δήμῳ ἀνέτλημεν μένος ἄσχετοι υἷες Ἀχαιῶν,","
Then the horseman, Nestor of Gerenia, answered him: “My friend, since thou hast recalled to my mind the sorrow which we endured in that land, we sons of the Achaeans, unrestrained in daring,—"
3,105,109,"ἠμέν ὅσα ξὺν νηυσίν ἐπ᾽ ἠεροειδέα πόντον
πλαζόμενοι κατὰ ληίδ᾽, ὅπῃ ἄρξειεν Ἀχιλλεύς,
ἠδ᾽ ὅσα καὶ περί ἄστυ μέγα Πριάμοιο ἄνακτος
μαρνάμεθ᾽: ἔνθα δ᾽ ἔπειτα κατέκταθεν ὅσσοι ἄριστοι.
ἔνθα μὲν Αἴας κεῖται ἀρήιος, ἔνθα δ᾽ Ἀχιλλεύς,","all that we endured on shipboard, as we roamed after booty over the misty deep whithersoever Achilles led; and all our fightings around the great city of king Priam;—lo, there all our best were slain. There lies warlike Aias, there Achilles,"
3,110,114,"ἔνθα δὲ Πάτροκλος,  θεόφιν μήστωρ ἀτάλαντος,
ἔνθα δ᾽ ἐμὸς φίλος υἱός, ἅμα κρατερὸς καὶ ἀμύμων,
Ἀντίλοχος, πέρι μὲν θείειν ταχὺς ἠδὲ μαχητής:
ἄλλα τε πόλλ᾽ ἐπὶ τοῖς πάθομεν κακά: τίς κεν ἐκεῖνα
πάντα γε μυθήσαιτο καταθνητῶν ἀνθρώπων;","there Patroclus, the peer of the gods in counsel; and there my own dear son, strong alike and peerless, Antilochus, pre-eminent in speed of foot and as a warrior. Aye, and many other ills we suffered besides these; who of mortal men could tell them all?"
3,115,119,"οὐδ᾽ εἰ πεντάετές γε καὶ ἑξάετες παραμίμνων
ἐξερέοις ὅσα κεῖθι πάθον κακὰ δῖοι Ἀχαιοί:
πρίν κεν ἀνιηθεὶς σὴν πατρίδα γαῖαν ἵκοιο.
εἰνάετες γάρ σφιν κακὰ ῥάπτομεν ἀμφιέποντες
παντοίοισι δόλοισι, μόγις δ᾽ ἐτέλεσσε Κρονίων.","Nay, if for five years' space or six years' space thou wert to abide here, and ask of all the woes which the goodly Achaeans endured there, thou wouldest grow weary ere the end and get thee back to thy native land. For nine years' space were we busied plotting their ruin with all manner of wiles; and hardly did the son of Cronos bring it to pass."
3,120,124,"ἔνθ᾽ οὔ τίς ποτε μῆτιν ὁμοιωθήμεναι ἄντην
ἤθελ᾽, ἐπεὶ μάλα πολλὸν ἐνίκα δῖος Ὀδυσσεὺς
παντοίοισι δόλοισι, πατὴρ τεός, εἰ ἐτεόν γε
κείνου ἔκγονός ἐσσι: σέβας μ᾽ ἔχει εἰσορόωντα.
ἦ τοι γὰρ μῦθοί γε ἐοικότες, οὐδέ κε φαίης","There no man ventured to vie with him in counsel, since goodly Odysseus far excelled in all manner of wiles,—thy father, if indeed thou art his son. Amazement holds me as I look on thee, for verily thy speech is like his; nor would one think"
3,125,129,"ἄνδρα νεώτερον ὧδε ἐοικότα μυθήσασθαι.
ἔνθ᾽ ἦ τοι ἧος μὲν ἐγὼ καὶ δῖος Ὀδυσσεὺς
οὔτε ποτ᾽ εἰν ἀγορῇ δίχ᾽ ἐβάζομεν οὔτ᾽ ἐνὶ βουλῇ,
ἀλλ᾽ ἕνα θυμὸν ἔχοντε νόω καὶ ἐπίφρονι βουλῇ
φραζόμεθ᾽ Ἀργείοισιν ὅπως ὄχ᾽ ἄριστα γένοιτο.","that a younger man would speak so like him. Now all the time that we were there goodly Odysseus and I never spoke at variance either in the assembly or in the council, but being of one mind advised the Argives with wisdom and shrewd counsel how all might be for the best."
3,130,134,"αὐτὰρ ἐπεὶ Πριάμοιο πόλιν διεπέρσαμεν αἰπήν,
βῆμεν δ᾽ ἐν νήεσσι, θεὸς δ᾽ ἐσκέδασσεν Ἀχαιούς,
καὶ τότε δὴ Ζεὺς λυγρὸν ἐνὶ φρεσὶ μήδετο νόστον
Ἀργείοις, ἐπεὶ οὔ τι νοήμονες οὐδὲ δίκαιοι
πάντες ἔσαν: τῶ σφεων πολέες κακὸν οἶτον ἐπέσπον","But when we had sacked the lofty city of Priam, and had gone away in our ships, and a god had scattered the Achaeans, then, even then, Zeus planned in his heart a woeful return for the Argives, for in no wise prudent or just were all. Wherefore many of them met an evil fate"
3,135,139,"μήνιος ἐξ ὀλοῆς γλαυκώπιδος ὀβριμοπάτρης.
ἥ τ᾽ ἔριν Ἀτρεΐδῃσι μετ᾽ ἀμφοτέροισιν ἔθηκε.
τὼ δὲ καλεσσαμένω ἀγορὴν ἐς πάντας Ἀχαιούς,
μάψ, ἀτὰρ οὐ κατὰ κόσμον, ἐς ἠέλιον καταδύντα,
οἱ ἦλθον οἴνῳ βεβαρηότες υἷες Ἀχαιῶν,","through the fell wrath of the flashing-eyed goddess, the daughter of the mighty sire, for she caused strife between the two sons of Atreus. Now these two called to an assembly all the Achaeans, recklessly and in no due order, at set of sun—and they came heavy with wine, the sons of the Achaeans,—"
3,140,140,"μῦθον μυθείσθην,  τοῦ εἵνεκα λαὸν ἄγειραν.","and they spoke their word, and told wherefore they had gathered the host together."
3,141,144,"ἔνθ᾽ ἤ τοι Μενέλαος ἀνώγει πάντας Ἀχαιοὺς
νόστου μιμνήσκεσθαι ἐπ᾽ εὐρέα νῶτα θαλάσσης,
οὐδ᾽ Ἀγαμέμνονι πάμπαν ἑήνδανε: βούλετο γάρ ῥα
λαὸν ἐρυκακέειν ῥέξαι θ᾽ ἱερὰς ἑκατόμβας,","
Then in truth Menelaus bade all the Achaeans think of their return over the broad back of the sea, but in no wise did he please Agamemnon, for he was fain to hold back the host and to offer holy hecatombs,"
3,145,149,"ὡς τὸν Ἀθηναίης δεινὸν χόλον ἐξακέσαιτο,
νήπιος, οὐδὲ τὸ ᾔδη, ὃ οὐ πείσεσθαι ἔμελλεν:
οὐ γάρ τ᾽ αἶψα θεῶν τρέπεται νόος αἰέν ἐόντων.
ὣς τὼ μὲν χαλεποῖσιν ἀμειβομένω ἐπέεσσιν
ἕστασαν: οἱ δ᾽ ἀνόρουσαν ἐυκνήμιδες Ἀχαιοὶ","that he might appease the dread wrath of Athena,—fool! nor knew he this, that with her was to be no hearkening; for the mind of the gods that are forever is not quickly turned. So these two stood bandying harsh words; but the well-greaved Achaeans sprang up"
3,150,154,"ἠχῇ θεσπεσίῃ,  δίχα δέ σφισιν ἥνδανε βουλή.
νύκτα μὲν ἀέσαμεν χαλεπὰ φρεσὶν ὁρμαίνοντες
ἀλλήλοις: ἐπὶ γὰρ Ζεὺς ἤρτυε πῆμα κακοῖο:
ἠῶθεν δ᾽ οἱ μὲν νέας ἕλκομεν εἰς ἅλα δῖαν
κτήματά τ᾽ ἐντιθέμεσθα βαθυζώνους τε γυναῖκας.","with a wondrous din, and two-fold plans found favour with them. That night we rested, each side pondering hard thoughts against the other, for Zeus was bringing upon us an evil doom, but in the morning some of us launched our ships upon the bright sea, and put on board our goods and the low-girdled women."
3,155,159,"ἡμίσεες δ᾽ ἄρα λαοὶ ἐρητύοντο μένοντες
αὖθι παρ᾽ Ἀτρεΐδῃ Ἀγαμέμνονι, ποιμένι λαῶν:
ἡμίσεες δ᾽ ἀναβάντες ἐλαύνομεν: αἱ δὲ μάλ᾽ ὦκα
ἔπλεον, ἐστόρεσεν δέ θεὸς μεγακήτεα πόντον.
ἐς Τένεδον δ᾽ ἐλθόντες ἐρέξαμεν ἱρὰ θεοισ῀ν,","Half, indeed, of the host held back and remained there with Agamemnon, son of Atreus, shepherd of the host, but half of us embarked and rowed away; and swiftly the ships sailed, for a god made smooth the cavernous sea. But when we came to Tenedos, we offered sacrifice to the gods,"
3,160,164,"οἴκαδε ἱέμενοι: Ζεὺς δ᾽ οὔ πω μήδετο νόστον,
σχέτλιος, ὅς ῥ᾽ ἔριν ὦρσε κακήν ἔπι δεύτερον αὖτις.
οἱ μὲν ἀποστρέψαντες ἔβαν νέας ἀμφιελίσσας
ἀμφ᾽ Ὀδυσῆα ἄνακτα δαΐφρονα, ποικιλομήτην,
αὖτις ἐπ᾽ Ἀτρεΐδῃ Ἀγαμέμνονι ἦρα φέροντες:","being eager to reach our homes, howbeit Zeus did not yet purpose our return, stubborn god, who roused evil strife again a second time. Then some turned back their curved ships and departed, even the lord Odysseus, the wise and crafty-minded, with his company, once more showing favour to Agamemnon, son of Atreus;"
3,165,169,"αὐτὰρ ἐγὼ σὺν νηυσὶν ἀολλέσιν, αἵ μοι ἕποντο,
φεῦγον, ἐπεὶ γίγνωσκον, ὃδὴ κακὰ μήδετο δαίμων.
φεῦγε δὲ Τυδέος υἱὸς ἀρήιος, ὦρσε δ᾽ ἑταίρους.
ὀψὲ δὲ δὴ μετὰ νῶι κίε ξανθὸς Μενέλαος,
ἐν Λέσβῳ δ᾽ ἔκιχεν δολιχὸν πλόον ὁρμαίνοντας,","but I with the full company of ships that followed me fled on, for I knew that the god was devising evil. And the warlike son of Tydeus fled and urged on his men; and late upon our track came fair-haired Menelaus, and overtook us in Lesbos, as we were debating the long voyage,"
3,170,174,"ἢ καθύπερθε Χίοιο νεοίμεθα παιπαλοέσσης,
νήσου ἔπι Ψυρίης, αὐτὴν ἐπ᾽ ἀριστέρ᾽ ἔχοντες,
ἦ ὑπένερθε Χίοιο, παρ᾽ ἠνεμόεντα Μίμαντα.
ᾐτέομεν δὲ θεὸν φῆναι τέρας: αὐτὰρ ὅ γ᾽ ἡμῖν
δεῖξε, καὶ ἠνώγει πέλαγος μέσον εἰς Εὔβοιαν","whether we should sail to sea-ward of rugged Chios, toward the isle Psyria, keeping Chios itself on our left, or to land-ward of Chios past windy Mimas. So we asked the god to shew us a sign, and he shewed it us, and bade us cleave through the midst of the sea to Euboea,"
3,175,179,"τέμνειν,  ὄφρα τάχιστα ὑπὲκ κακότητα φύγοιμεν.
ὦρτο δ᾽ ἐπὶ λιγὺς οὖρος ἀήμεναι: αἱ δὲ μάλ᾽ ὦκα
ἰχθυόεντα κέλευθα διέδραμον, ἐς δὲ Γεραιστὸν
ἐννύχιαι κατάγοντο: Ποσειδάωνι δὲ ταύρων
πόλλ᾽ ἐπὶ μῆρ᾽ ἔθεμεν, πέλαγος μέγα μετρήσαντες.","that we might the soonest escape from misery. And a shrill wind sprang up to blow, and the ships ran swiftly over the teeming ways, and at night put in to Geraestus. There on the altar of Poseidon we laid many thighs of bulls, thankful to have traversed the great sea."
3,180,183,"τέτρατον ἦμαρ ἔην,  ὅτ᾽ ἐν Ἄργεϊ νῆας ἐίσας
Τυδεΐδεω ἕταροι Διομήδεος ἱπποδάμοιο
ἵστασαν: αὐτάρ ἐγώ γε Πύλονδ᾽ ἔχον, οὐδέ ποτ᾽ ἔσβη
οὖρος, ἐπεὶ δὴ πρῶτα θεὸς προέηκεν ἀῆναι.","It was the fourth day when in Argos the company of Diomedes, son of Tydeus, tamer of horses, stayed their shapely ships; but I held on toward Pylos, and the wind was not once quenched from the time when the god first sent it forth to blow."
3,184,184,"ὣς ἦλθον, φίλε τέκνον, ἀπευθής, οὐδέ τι οἶδα","
“Thus I came, dear child, without tidings, nor know I aught"
3,185,189,"κείνων,  οἵ τ᾽ ἐσάωθεν Ἀχαιῶν οἵ τ᾽ ἀπόλοντο.
ὅσσα δ᾽ ἐνὶ μεγάροισι καθήμενος ἡμετέροισι
πεύθομαι, ἣ θέμις ἐστί, δαήσεαι, κοὐδέ σε δεύσω.
εὖ μὲν Μυρμιδόνας φάσ᾽ ἐλθέμεν ἐγχεσιμώρους,
οὓς ἄγ᾽ Ἀχιλλῆος μεγαθύμου φαίδιμος υἱός,","of those others, who of the Achaeans were saved, and who were lost. But what tidings I have heard as I abide in our halls thou shalt hear, as is right, nor will I hide it from thee. Safely, they say, came the Myrmidons that rage with the spear, whom the famous son of great-hearted Achilles led;"
3,190,194,"εὖ δὲ Φιλοκτήτην,  Ποιάντιον ἀγλαὸν υἱόν.
πάντας δ᾽ Ἰδομενεὺς Κρήτην εἰσήγαγ᾽ ἑταίρους,
οἳ φύγον ἐκ πολέμου, πόντος δέ οἱ οὔ τιν᾽ ἀπηύρα.
Ἀτρεΐδην δὲ καὶ αὐτοὶ ἀκούετε, νόσφιν ἐόντες,
ὥς τ᾽ ἦλθ᾽, ὥς τ᾽ Αἴγισθος ἐμήσατο λυγρὸν ὄλεθρον.","and safely Philoctetes, the glorious son of Poias. All his company, too, did Idomeneus bring to Crete, all who escaped the war, and the sea robbed him of none. But of the son of Atreus you have yourselves heard, far off though you are, how he came, and how Aegisthus devised for him a woeful doom."
3,195,199,"ἀλλ᾽ ἦ τοι κεῖνος μὲν ἐπισμυγερῶς ἀπέτισεν:
ὡς ἀγαθὸν καὶ παῖδα καταφθιμένοιο λιπέσθαι
ἀνδρός, ἐπεὶ καὶ κεῖνος ἐτίσατο πατροφονῆα,
Αἴγισθον δολόμητιν, ὅ οἱ πατέρα κλυτὸν ἔκτα.
καὶ σὺ φίλος, μάλα γάρ σ᾽ ὁρόω καλόν τε μέγαν τε,","Yet verily he paid the reckoning therefor in terrible wise, so good a thing is it that a son be left behind a man at his death, since that son took vengeance on his father's slayer, the guileful Aegisthus, for that he slew his glorious father. Thou, too, friend, for I see thou art a comely man and tall,"
3,200,204,"ἄλκιμος ἔσσ᾽,  ἵνα τίς σε καὶ ὀψιγόνων ἐὺ εἴπῃ.
τὸν δ᾽ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα:
ὦ Νέστορ Νηληϊάδη, μέγα κῦδος Ἀχαιῶν,
καὶ λίην κεῖνος μὲν ἐτίσατο, καί οἱ Ἀχαιοὶ
οἴσουσι κλέος εὐρὺ καὶ ἐσσομένοισι πυθέσθαι:","be thou valiant, that many an one among men yet to be born may praise thee.”
Then wise Telemachus answered him: “Nestor, son of Neleus, great glory of the Achaeans, yea verily that son took vengeance, and the Achaeans shall spread his fame abroad, that men who are yet to be may hear thereof."
3,205,209,"αἲ γὰρ ἐμοὶ τοσσήνδε θεοὶ δύναμιν περιθεῖεν,
τίσασθαι μνηστῆρας ὑπερβασίης ἀλεγεινῆς,
οἵ τέ μοι ὑβρίζοντες ἀτάσθαλα μηχανόωνται.
ἀλλ᾽ οὔ μοι τοιοῦτον ἐπέκλωσαν θεοὶ ὄλβον,
πατρί τ᾽ ἐμῷ καὶ ἐμοί: νῦν δὲ χρὴ τετλάμεν ἔμπης.","O that the gods would clothe me with such strength, that I might take vengeance on the wooers for their grievous sin, who in wantonness devise mischief against me. But lo, the gods have spun for me no such happiness, for me or for my father; and now I must in any case endure.”
"
3,210,214,"τὸν δ᾽ ἠμείβετ᾽ ἔπειτα Γερήνιος ἱππότα Νέστωρ:
ὦ φίλ᾽, ἐπεὶ δὴ ταῦτά μ᾽ ἀνέμνησας καὶ ἔειπες,
φασὶ μνηστῆρας σῆς μητέρος εἵνεκα πολλοὺς
ἐν μεγάροις ἀέκητι σέθεν κακὰ μηχανάασθαι:
εἰπέ μοι, ἠὲ ἑκὼν ὑποδάμνασαι, ἦ σέ γε λαοὶ","Then the horseman, Nestor of Gerenia, answered him: “Friend, since thou calledst this to my mind and didst speak of it, they say that many wooers for the hand of thy mother devise evils in thy halls in thy despite. Tell me, art thou willingly thus oppressed, or do the people"
3,215,219,"ἐχθαίρουσ᾽ ἀνὰ δῆμον,  ἐπισπόμενοι θεοῦ ὀμφῇ.
τίς δ᾽ οἶδ᾽ εἴ κέ ποτέ σφι βίας ἀποτίσεται ἐλθών,
ἢ ὅ γε μοῦνος ἐὼν ἢ καὶ σύμπαντες Ἀχαιοί;
εἰ γάρ σ᾽ ὣς ἐθέλοι φιλέειν γλαυκῶπις Ἀθήνη,
ὡς τότ᾽ Ὀδυσσῆος περικήδετο κυδαλίμοιο","throughout the land hate thee, following the voice of a god? Who knows but Odysseus may some day come and take vengeance on them for their violent deeds,—he alone, it may be, or even all the host of the Achaeans? Ah, would that flashing-eyed Athena might choose to love thee even as then she cared exceedingly for glorious Odysseus"
3,220,224,"δήμῳ ἔνι Τρώων,  ὅθι πάσχομεν ἄλγε᾽ Ἀχαιοί—
οὐ γάρ πω ἴδον ὧδε θεοὺς ἀναφανδὰ φιλεῦντας,
ὡς κείνῳ ἀναφανδὰ παρίστατο Παλλὰς Ἀθήνη—
εἴ σ᾽ οὕτως ἐθέλοι φιλέειν κήδοιτό τε θυμῷ,
τῶ κέν τις κείνων γε καὶ ἐκλελάθοιτο γάμοιο.","in the land of the Trojans, where we Achaeans suffered woes. For never yet have I seen the gods so manifestly shewing love, as Pallas Athena did to him, standing manifest by his side. If she would be pleased to love thee in such wise and would care for thee at heart, then would many a one of them utterly forget marriage.”
"
3,225,228,"τὸν δ᾽ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα:
ὦ γέρον, οὔ πω τοῦτο ἔπος τελέεσθαι ὀίω:
λίην γὰρ μέγα εἶπες: ἄγη μ᾽ ἔχει. οὐκ ἂν ἐμοί γε
ἐλπομένω τὰ γένοιτ᾽, οὐδ᾽ εἰ θεοὶ ὣς ἐθέλοιεν.","Then wise Telemachus answered him: “Old man, in no wise do I deem that this word will be brought to pass. Too great is what thou sayest; amazement holds me. No hope have I that this will come to pass, no, not though the gods should so will it.”"
3,229,229,"τὸν δ᾽ αὖτε προσέειπε θεά, γλαυκῶπις Ἀθήνη:","
Then the goddess, flashing-eyed Athena, spoke to him, and said:"
3,230,234,"Τηλέμαχε,  ποῖόν σε ἔπος φύγεν ἕρκος ὀδόντων.
ῥεῖα θεός γ᾽ ἐθέλων καὶ τηλόθεν ἄνδρα σαώσαι.
βουλοίμην δ᾽ ἂν ἐγώ γε καὶ ἄλγεα πολλὰ μογήσας
οἴκαδέ τ᾽ ἐλθέμεναι καὶ νόστιμον ἦμαρ ἰδέσθαι,
ἢ ἐλθὼν ἀπολέσθαι ἐφέστιος, ὡς Ἀγαμέμνων","“Telemachus, what a word has escaped the barrier of thy teeth! Easily might a god who willed it bring a man safe home, even from afar. But for myself, I had rather endure many grievous toils ere I reached home and saw the day of my returning, than after my return be slain at my hearth, as Agamemnon"
3,235,239,"ὤλεθ᾽ ὑπ᾽ Αἰγίσθοιο δόλῳ καὶ ἧς ἀλόχοιο.
ἀλλ᾽ ἦ τοι θάνατον μὲν ὁμοίιον οὐδὲ θεοί περ
καὶ φίλῳ ἀνδρὶ δύνανται ἀλαλκέμεν, ὁππότε κεν δὴ
μοῖρ᾽ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο.
τὴν δ᾽ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα:","was slain by the guile of Aegisthus and of his own wife. But of a truth death that is common to all the gods themselves cannot ward from a man they love, when the fell fate of grievous death shall strike him down.”
Then wise Telemachus answered her:"
3,240,244,"Μέντορ,  μηκέτι ταῦτα λεγώμεθα κηδόμενοί περ:
κείνῳ δ᾽ οὐκέτι νόστος ἐτήτυμος, ἀλλά οἱ ἤδη
φράσσαντ᾽ ἀθάνατοι θάνατον καὶ κῆρα μέλαιναν.
νῦν δ᾽ ἐθέλω ἔπος ἄλλο μεταλλῆσαι καὶ ἐρέσθαι
Νέστορ᾽, ἐπεὶ περὶ οἶδε δίκας ἠδὲ φρόνιν ἄλλων:","“Mentor, no longer let us tell of these things despite our grief. For him no return can ever more be brought to pass; nay, ere this the immortals have devised for him death and black fate. But now I would make enquiry and ask Nestor regarding another matter, since beyond all others he knows judgments and wisdom;"
3,245,249,"τρὶς γὰρ δή μίν φασιν ἀνάξασθαι γένε᾽ ἀνδρῶν:
ὥς τέ μοι ἀθάνατος ἰνδάλλεται εἰσοράασθαι.
ὦ Νέστορ Νηληϊάδη, σὺ δ᾽ ἀληθὲς ἐνίσπες:
πῶς ἔθαν᾽ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων;
ποῦ Μενέλαος ἔην; τίνα δ᾽ αὐτῷ μήσατ᾽ ὄλεθρον","for thrice, men say, has he been king for a generation of men, and like unto an immortal he seems to me to look upon. Nestor, son of Neleus, do thou tell me truly: how was the son of Atreus, wide-ruling Agamemnon, slain? Where was Menelaus? What death did"
3,250,254,"Αἴγισθος δολόμητις,  ἐπεὶ κτάνε πολλὸν ἀρείω;
ἦ οὐκ Ἄργεος ἦεν Ἀχαιικοῦ, ἀλλά πῃ ἄλλῃ
πλάζετ᾽ ἐπ᾽ ἀνθρώπους, ὁ δὲ θαρσήσας κατέπεφνε;
τὸν δ᾽ ἠμείβετ᾽ ἔπειτα Γερήνιος ἱππότα Νέστωρ:
τοιγὰρ ἐγώ τοι, τέκνον, ἀληθέα πάντ᾽ ἀγορεύσω.","guileful Aegisthus plan for the king, since he slew a man mightier far than himself? Was Menelaus not in Achaean Argos, but wandering elsewhere among men, so that Aegisthus took heart and did the murderous deed?”
Then the horseman, Nestor of Gerenia, answered him: “Then verily, my child, will I tell thee all the truth."
3,255,259,"ἦ τοι μὲν τάδε καὐτὸς ὀίεαι,  ὥς κεν ἐτύχθη,
εἰ ζωόν γ᾽ Αἴγισθον ἐνὶ μεγάροισιν ἔτετμεν
Ἀτρεΐδης Τροίηθεν ἰών, ξανθὸς Μενέλαος:
τῶ κέ οἱ οὐδὲ θανόντι χυτὴν ἐπὶ γαῖαν ἔχευαν,
ἀλλ᾽ ἄρα τόν γε κύνες τε καὶ οἰωνοὶ κατέδαψαν","Lo, of thine own self thou dost guess how this matter would have fallen out, if the son of Atreus, fair-haired Menelaus, on his return from Troy had found Aegisthus in his halls alive. Then for him not even in death would they have piled the up-piled earth, but the dogs and birds would have torn him"
3,260,264,"κείμενον ἐν πεδίῳ ἑκὰς ἄστεος,  οὐδέ κέ τίς μιν
κλαῦσεν Ἀχαιιάδων: μάλα γὰρ μέγα μήσατο ἔργον.
ἡμεῖς μὲν γὰρ κεῖθι πολέας τελέοντες ἀέθλους
ἥμεθ᾽: ὁ δ᾽ εὔκηλος μυχῷ Ἄργεος ἱπποβότοιο
πόλλ᾽ Ἀγαμεμνονέην ἄλοχον θέλγεσκ᾽ ἐπέεσσιν.","as he lay on the plain far from the city, nor would any of the Achaean women have bewailed him; for monstrous was the deed he devised. We on our part abode there in Troy fulfilling our many toils; but he, at ease in a nook of horse-pasturing Argos, ever sought to beguile with words the wife of Agamemnon."
3,265,269,"ἡ δ᾽ ἦ τοι τὸ πρὶν μὲν ἀναίνετο ἔργον ἀεικὲς
δῖα Κλυταιμνήστρη: φρεσὶ γὰρ κέχρητ᾽ ἀγαθῇσι:
πὰρ δ᾽ ἄρ᾽ ἔην καὶ ἀοιδὸς ἀνήρ, ᾧ πόλλ᾽ ἐπέτελλεν
Ἀτρεΐδης Τροίηνδε κιὼν ἔρυσασθαι ἄκοιτιν.
ἀλλ᾽ ὅτε δή μιν μοῖρα θεῶν ἐπέδησε δαμῆναι,","Now at the first she put from her the unseemly deed, the beautiful Clytemnestra, for she had an understanding heart; and with her was furthermore a minstrel whom the son of Atreus straitly charged, when he set forth for the land of Troy, to guard his wife. But when at length the doom of the gods bound her that she should be overcome,"
3,270,274,"δὴ τότε τὸν μὲν ἀοιδὸν ἄγων ἐς νῆσον ἐρήμην
κάλλιπεν οἰωνοῖσιν ἕλωρ καὶ κύρμα γενέσθαι,
τὴν δ᾽ ἐθέλων ἐθέλουσαν ἀνήγαγεν ὅνδε δόμονδε.
πολλὰ δὲ μηρί᾽ ἔκηε θεῶν ἱεροῖς ἐπὶ βωμοῖς,
πολλὰ δ᾽ ἀγάλματ᾽ ἀνῆψεν, ὑφάσματά τε χρυσόν τε,","then verily Aegisthus took the minstrel to a desert isle and left him to be the prey and spoil of birds; and her, willing as he was willing, he led to his own house. And many thigh-pieces he burned upon the holy altars of the gods, and many offerings he hung up, woven stuffs and gold,"
3,275,275,"ἐκτελέσας μέγα ἔργον,  ὃ οὔ ποτε ἔλπετο θυμῷ.",since he had accomplished a mighty deed beyond all his heart had hoped.
3,276,279,"ἡμεῖς μὲν γὰρ ἅμα πλέομεν Τροίηθεν ἰόντες,
Ἀτρεΐδης καὶ ἐγώ, φίλα εἰδότες ἀλλήλοισιν:
ἀλλ᾽ ὅτε Σούνιον ἱρὸν ἀφικόμεθ᾽, ἄκρον Ἀθηνέων,
ἔνθα κυβερνήτην Μενελάου Φοῖβος Ἀπόλλων","
“Now we were sailing together on our way from Troy, the son of Atreus and I, in all friendship; but when we came to holy Sunium, the cape of Athens, there Phoebus Apollo"
