Latinized Greek	 Greek
3381,andra	3381,ανδρα
3382,andrakri	3382,ανδραγρι
3383,andraimon	3383,ανδραιμων
3384,andrakas	3384,ανδρακας
3385,andra*odessi	3385,ανδραποδεσσι
3386,andras	3386,ανδρας
3387,andrasi	3387,ανδρασι
3388,andrasin	3388,ανδρασιν
3389,andraktesi	3389,ανδραχθεσι
3390,andreipontes	3390,ανδρειφοντης
3391,andres	3391,ανδρες
3392,androkmeto	3392,ανδροκμητω
3393,androktasia	3393,ανδροκτασια
3394,androktasiaon	3394,ανδροκτασιαων
3395,andromeoio	3395,ανδρομεοιο
3396,andromeos	3396,ανδρομεος
3397,andromes	3397,ανδρομης
3398,andros	3398,ανδρος
3399,androtes	3399,ανδροτης
3400,androteta	3400,ανδροτητα
3401,andropakos	3401,ανδροφαγος
3402,androponos	3402,ανδροφονος
3403,andron	3403,ανδρων
3404,anduo	3404,ανδυω
3405,aneqarreto	3405,ανεβαλλετο
3406,aneqe	3406,ανεβη
3407,aneqrake	3407,ανεβραχε
3408,aneqraken	3408,ανεβραχεν
3409,anekeira	3409,ανεγειρα
3410,anekeire	3410,ανεγειρε
3411,anekeireis	3411,ανεγειρεις
3412,anekeiro	3412,ανεγειρω
3413,aneknampsan	3413,ανεγναμψαν
3414,anekno	3414,ανεγνω
3415,anedu	3415,ανεδυ
3416,aneerke	3416,ανεεργε
3417,aneerkon	3417,ανεεργον
3418,anezo	3418,ανεζω
3419,aneeken	3419,ανεηκεν
3420,aneireto	3420,ανειλετο
3421,aneimi	3421,ανειμι
3422,aneimon	3422,ανειμων
3423,aneireo	3423,ανειρεω
3424,aneiromai	3424,ανειρομαι
3425,aneiro	3425,ανειρω
3426,anekaie	3426,ανεκαιε
3427,anekaion	3427,ανεκαιον
3428,anekekien	3428,ανεκηκιεν
3429,anekta	3429,ανεκτα
3430,anektos	3430,ανεκτος
3431,anektos	3431,ανεκτως
3432,anerestai	3432,ανελεσθαι
3433,anerkomenon	3433,ανελκομενον
3434,anerko	3434,ανελκω
3435,anerrumi	3435,ανελλυμι
3436,anermtano	3436,ανελμθανω
3437,anerneomai	3437,ανελνεομαι
3438,aneroio	3438,ανελοιο
3439,anerontes	3439,ανελοντες
3440,anem	3440,ανεμ
3441,anemeinos	3441,ανεμεινος
3442,anemimne	3442,ανεμιμνε
3443,anemimnon	3443,ανεμιμνον
3444,anemiske	3444,ανεμισγε
3445,anemnesas	3445,ανεμνησας
3446,anemoio	3446,ανεμοιο
3447,anemois	3447,ανεμοις
3448,anemoisin	3448,ανεμοισιν
3449,anemos	3449,ανεμος
3450,anemoske*eon	3450,ανεμοσκεπεων
3451,anemotrepes	3451,ανεμοτρεφες
3452,anemotrepes	3452,ανεμοτρεφης
3453,anemou	3453,ανεμου
3454,anemous	3454,ανεμους
3455,anemorios	3455,ανεμωλιος
3456,anemon	3456,ανεμων
3457,aneneikato	3457,ανενεικατο
3458,aneneue	3458,ανενευε
3459,aneneuse	3459,ανενευσε
3460,anentes	3460,ανεντες
3461,aneos	3461,ανεος
3462,ane*art	3462,ανεπαλτ
3463,ane*arto	3463,ανεπαλτο
3464,ane*ausen	3464,ανεπαυσεν
3465,ane*reomen	3465,ανεπλεομεν
3466,ane*neon	3466,ανεπνεον
3467,ane*neusan	3467,ανεπνευσαν
3468,aner	3468,ανερ
3469,anera	3469,ανερα
3470,aneras	3470,ανερας
3471,anere	3471,ανερε
3472,anerei*omai	3472,ανερειπομαι
3473,aneres	3473,ανερες
3474,aneri	3474,ανερι
3475,aneromai	3475,ανερομαι
3476,aneros	3476,ανερος
3477,anerri*toun	3477,ανερριπτουν
3478,anerroiqdese	3478,ανερροιβδησε
3479,anerroidqo	3479,ανερροιδβω
3480,anerkomai	3480,ανερχομαι
3481,anerkomeno	3481,ανερχομενω
3482,anes*asat	3482,ανεσπασατ
3483,anessuto	3483,ανεσσυτο
3484,anestan	3484,ανεσταν
3485,anestenakiz	3485,ανεστεναχιζ
3486,aneste	3486,ανεστη
3487,anestesen	3487,ανεστησεν
3488,anestios	3488,ανεστιος
3489,anesketomen	3489,ανεσχεθομεν
3490,anetai	3490,ανεται
3491,anetre	3491,ανετλη
3492,anetremen	3492,ανετλημεν
3493,anetres	3493,ανετλης
3494,anetra*et	3494,ανετραπετ
3495,aneu	3495,ανευ
3496,aneut	3496,ανευθ
3497,aneute	3497,ανευθε
3498,aneuten	3498,ανευθεν
3499,anepainon	3499,ανεφαινον
3500,aneperos	3500,ανεφελος
3501,anek	3501,ανεχ
3502,anekazet	3502,ανεχαζεθ
3503,anekemi	3503,ανεχημι
3504,anekoimen	3504,ανεχοιμην
3505,aneko	3505,ανεχω
3506,anekoresan	3506,ανεχωρησαν
3507,anekoresen	3507,ανεχωρησεν
3508,anepsios	3508,ανεψιος
3509,anepsukten	3509,ανεψυχθεν
3510,anepsukon	3510,ανεψυχον
3511,aneo	3511,ανεω
3512,aneoke	3512,ανεωγε
3513,aneoken	3513,ανεωγεν
3514,aneon	3514,ανεων
3515,anekaken	3515,ανηγαγεν
3516,anekakon	3516,ανηγαγον
3517,anee	3517,ανηη
3518,aneiksan	3518,ανηιξαν
3519,aneion	3519,ανηιον
3520,anekestos	3520,ανηκεστος
3521,anekontize	3521,ανηκοντιζε
3522,anekoustesen	3522,ανηκουστησεν
3523,aneruten	3523,ανηλυθεν
3524,anemerktos	3524,ανημελκτος
3525,anenato	3525,ανηνατο
3526,anenrumi	3526,ανηνλυμι
3527,anenoten	3527,ανηνοθεν
3528,anenomai	3528,ανηνομαι
3529,anenustos	3529,ανηνυστος
3530,anenor	3530,ανηνωρ
3531,aneks	3531,ανηξ
3532,ane*ton	3532,ανηπτον
3533,aner	3533,ανηρ
3534,anereiqo	3534,ανηρειβω
3535,anerotos	3535,ανηροτος
3536,aner*aksan	3536,ανηρπαξαν
3537,aner*ase	3537,ανηρπασε
3538,aneroton	3538,ανηρωτων
3539,anesei	3539,ανησει
3540,anepto	3540,ανηφθω
3541,anepsen	3541,ανηψεν
3542,aneo	3542,ανηω
3543,ant	3543,ανθ
3544,antei	3544,ανθει
3545,antemoeis	3545,ανθεμοεις
3546,antereon	3546,ανθερεων
3547,anterikon	3547,ανθερικων
3548,anteo	3548,ανθεω
3549,antinos	3549,ανθινος
3550,antistemi	3550,ανθιστημι
3551,antos	3551,ανθος
3552,antrakia	3552,ανθρακια
3553,antro*oin	3553,ανθρωποιν
3554,antro*oio	3554,ανθρωποιο
3555,antro*oisi	3555,ανθρωποισι
3556,antro*oisin	3556,ανθρωποισιν
3557,antro*os	3557,ανθρωπος
3558,antro*ou	3558,ανθρωπου
3559,antro*ous	3559,ανθρωπους
3560,antro*on	3560,ανθρωπων
3561,ania	3561,ανια
3562,aniazon	3562,ανιαζον
3563,aniazo	3563,ανιαζω
3564,aniao	3564,ανιαω
3565,anidroti	3565,ανιδρωτι
3566,aniemai	3566,ανιεμαι
3567,aniemene	3567,ανιεμενη
3568,anieo	3568,ανιεω
3569,anie	3569,ανιη
3570,anietenta	3570,ανιηθεντα
3571,aniemi	3571,ανιημι
3572,anien	3572,ανιην
3573,anieres	3573,ανιηρης
3574,anieros	3574,ανιηρος
3575,aniesin	3575,ανιησιν
3576,anio	3576,ανιο
3577,anionta	3577,ανιοντα
3578,aniontes	3578,ανιοντες
3579,aniontos	3579,ανιοντος
3580,anious	3580,ανιουσ
3581,aniousan	3581,ανιουσαν
3582,ani*toisin	3582,ανιπτοισιν
3583,ani*to*ous	3583,ανιπτοπους
3584,anistamai	3584,ανισταμαι
3585,anistamenos	3585,ανισταμενος
3586,anistemi	3586,ανιστημι
3587,anisko	3587,ανισχω
3588,anipero	3588,ανιφερω
3589,anikneuo	3589,ανιχνευω
3590,anio	3590,ανιω
3591,anko*to	3591,ανκοπτω
3592,anneo	3592,αννεω
3593,anoemon	3593,ανοημων
3594,anoiksnumi	3594,ανοιξνυμι
3595,anoretrous	3595,ανολεθρους
3596,anoruo	3596,ανολυω
3597,anoos	3597,ανοος
3598,ano*aia	3598,ανοπαια
3599,anorouse	3599,ανορουσε
3600,anorousen	3600,ανορουσεν
3601,anorouo	3601,ανορουω
3602,anoro	3602,ανορω
3603,anostimos	3603,ανοστιμος
3604,anostous	3604,ανοστους
3605,anousos	3605,ανουσος
3606,anoutatos	3606,ανουτατος
3607,anouteti	3607,ανουτητι
3608,anoo	3608,ανοω
3609,anseut	3609,ανσευθ
3610,anstantes	3610,ανσταντες
3611,anstemenai	3611,ανστημεναι
3612,anstesas	3612,ανστησασ
3613,anstesei	3613,ανστησει
3614,ansteseis	3614,ανστησεις
3615,ansteson	3615,ανστησον
3616,ansteten	3616,ανστητην
3617,ansteo	3617,ανστηω
3618,ansketeein	3618,ανσχεθεειν
3619,ansketos	3619,ανσχετος
3620,anskesestai	3620,ανσχησεσθαι
3621,ant	3621,αντ
3622,anta	3622,αντα
3623,antaksios	3623,ανταξιος
3624,antao	3624,ανταω
3625,anteqoresan	3625,αντεβολησαν
3626,anteqoresas	3626,αντεβολησας
3627,anteqorese	3627,αντεβολησε
3628,anteqoresen	3628,αντεβολησεν
3629,antest	3629,αντεσθ
3630,anteste	3630,αντεστη
3631,antetoresen	3631,αντετορησεν
3632,anteo	3632,αντεω
3633,anten	3633,αντην
3634,antenor	3634,αντηνωρ
3635,anteseie	3635,αντησειε
3636,antestis	3636,αντηστις
3637,anteso	3637,αντησω
3638,anti	3638,αντι
3639,antiazo	3639,αντιαζω
3640,antianeire	3640,αντιανειρη
3641,antianeiros	3641,αντιανειρος
3642,antiasetos	3642,αντιασητος
3643,antiao	3643,αντιαω
3644,antiqieos	3644,αντιβιεος
3645,antiqien	3645,αντιβιην
3646,antiqioisi	3646,αντιβιοισι
3647,antiqios	3647,αντιβιος
3648,antiqoreo	3648,αντιβολεω
3649,antiqoresas	3649,αντιβολησας
3650,antiqoreo	3650,αντιβοληω
3651,antiteen	3651,αντιθεην
3652,antiteoio	3652,αντιθεοιο
3653,antiteois	3653,αντιθεοις
3654,antiteoisi	3654,αντιθεοισι
3655,antiteoisin	3655,αντιθεοισιν
3656,antiteon	3656,αντιθεον
3657,antiteos	3657,αντιθεος
3658,antiteo	3658,αντιθεω
3659,antites	3659,αντιθης
3660,antiteu	3660,αντιθηυ
3661,antituron	3661,αντιθυρον
3662,antikru	3662,αντικρυ
3663,antirokos	3663,αντιλοχος
3664,antion	3664,αντιον
3665,antios	3665,αντιος
3666,antioo	3666,αντιοω
3667,antioon	3667,αντιοων
3668,antioonton	3668,αντιοωντων
3669,antioosa	3669,αντιοωσα
3670,antioosan	3670,αντιοωσαν
3671,antioosi	3671,αντιοωσι
3672,antioosin	3672,αντιοωσιν
3673,anti*eros	3673,αντιπερος
3674,antiskeste	3674,αντισχεσθε
3675,antitoresas	3675,αντιτορησας
3676,antitos	3676,αντιτος
3677,antipates	3677,αντιφατης
3678,antiperizo	3678,αντιφεριζω
3679,antipero	3679,αντιφερω
3680,antipos	3680,αντιφος
3681,antron	3681,αντλον
3682,antore	3682,αντολη
3683,antomai	3683,αντομαι
3684,antomenai	3684,αντομεναι
3685,antomene	3685,αντομενη
3686,antron	3686,αντρον
3687,antros	3687,αντρος
3688,antuk	3688,αντυγ
3689,antukes	3689,αντυγες
3690,antuks	3690,αντυξ
3691,antpero	3691,αντφερω
3692,anusis	3692,ανυσις
3693,anussestai	3693,ανυσσεσθαι
3694,anuo	3694,ανυω
3695,ano	3695,ανω
3696,anoka	3696,ανωγα
3697,anokei	3697,ανωγει
3698,anokemen	3698,ανωγεμεν
3699,anoketon	3699,ανωγετον
3700,anoketo	3700,ανωγετω
3701,anoke	3701,ανωγη
3702,anokoi	3702,ανωγοι
3703,anoko	3703,ανωγω
3704,anoisti	3704,ανωιστι
3705,anoistos	3705,ανωιστος
3706,anoko	3706,ανωκω
3707,anonumos	3707,ανωνυμος
3708,anosso	3708,ανωσσω
3709,anokte	3709,ανωχθε
3710,anokto	3710,ανωχθω
3711,aksant	3711,αξαντ
3712,akse	3712,αξε
3713,aksemen	3713,αξεμεν
3714,aksemenai	3714,αξεμεναι
3715,aksestai	3715,αξεσθαι
3716,aksina	3716,αξινα
3717,aksine	3717,αξινη
3718,aksioi	3718,αξιοι
3719,aksios	3719,αξιος
3720,aksonta	3720,αξοντα
3721,aksuros	3721,αξυλος
3722,akson	3722,αξων
3723,aoide	3723,αοιδη
3724,aoidiaei	3724,αοιδιαει
3725,aoidimos	3725,αοιδιμος
3726,aoidoi	3726,αοιδοι
3727,aoidos	3727,αοιδος
3728,aoidous	3728,αοιδους
3729,aoidon	3729,αοιδων
3730,aorre	3730,αολλε
3731,aorreas	3731,αολλεας
3732,aorrees	3732,αολλεες
3733,aorreos	3733,αολλεος
3734,aorres	3734,αολλες
3735,aorres	3735,αολλης
3736,aorrizo	3736,αολλιζω
3737,aorristemenai	3737,αολλισθημεναι
3738,aorrissan	3738,αολλισσαν
3739,aor	3739,αορ
3740,aori	3740,αορι
3741,aorter	3741,αορτηρ
3742,aorteressin	3742,αορτηρεσσιν
3743,aosseter	3743,αοσσητηρ
3744,aoutos	3744,αουτος
3745,a*	3745,απ
3746,a*a	3746,απα
3747,a*akkeireie	3747,απαγγειλειε
3748,a*akkeiresi	3748,απαγγειλησι
3749,a*akkeiro	3749,απαγγειλω
3750,a*akkerro	3750,απαγγελλω
3751,a*akko	3751,απαγχω
3752,a*ako	3752,απαγω
3753,a*ainumai	3753,απαινυμαι
3754,a*ainumenon	3754,απαινυμενον
3755,a*airo	3755,απαιρω
3756,a*aisso	3756,απαισσω
3757,a*aitizo	3757,απαιτιζω
3758,a*ararke	3758,απαλαλκε
3759,a*ararkro	3759,απαλαλκλω
3760,a*aramnos	3760,απαλαμνος
3761,a*araon	3761,απαλαων
3762,a*arekseo	3762,απαλεξεω
3763,a*areksesaimi	3763,απαλεξησαιμι
3764,a*arteseston	3764,απαλθησεσθον
3765,a*aros	3765,απαλος
3766,a*arotrepeos	3766,απαλοτρεφεος
3767,a*ameiqomai	3767,απαμειβομαι
3768,a*ameiqomenos	3768,απαμειβομενος
3769,a*ameiqo	3769,απαμειβω
3770,a*ameseie	3770,απαμησειε
3771,a*amunaimest	3771,απαμυναιμεσθ
3772,a*amuneto	3772,απαμυνετο
3773,a*amuno	3773,απαμυνω
3774,a*aneute	3774,απανευθε
3775,a*anenomai	3775,απανηνομαι
3776,a*anseut	3776,απανσευθ
3777,a*ante	3777,απαντη
3778,a*anton	3778,απαντων
3779,a*anuo	3779,απανυω
3780,a*aks	3780,απαξ
3781,a*arasso	3781,απαρασσω
3782,a*arezomai	3782,απαρεζομαι
3783,a*arkomenos	3783,απαρχομενος
3784,a*as	3784,απας
3785,a*asas	3785,απασας
3786,a*asos	3786,απασος
3787,a*astos	3787,απαστος
3788,a*atao	3788,απαταω
3789,a*ataon	3789,απαταων
3790,a*aterte	3790,απατερθε
3791,a*ateo	3791,απατεω
3792,a*ate	3792,απατη
3793,a*ateria	3793,απατηλια
3794,a*aterios	3794,απατηλιος
3795,a*ateros	3795,απατηλος
3796,a*aurao	3796,απαυραω
3797,a*aptino	3797,απαφθινω
3798,a*apisko	3798,απαφισκω
3799,a*ea	3799,απεα
3800,a*eqainen	3800,απεβαινεν
3801,a*eqe	3801,απεβη
3802,a*eqesan	3802,απεβησαν
3803,a*eqeseto	3803,απεβησετο
3804,a*eqeten	3804,απεβητην
3805,a*edeirotomesa	3805,απεδειροτομησα
3806,a*edeksat	3806,απεδεξατ
3807,a*edrupten	3807,απεδρυφθεν
3808,a*edune	3808,απεδυνε
3809,a*eduse	3809,απεδυσε
3810,a*edoke	3810,απεδωκε
3811,a*edok	3811,απεδωχ
3812,a*eei*e	3812,απεειπε
3813,a*eei*en	3813,απεειπεν
3814,a*eerken	3814,απεεργεν
3815,a*eemi	3815,απεημι
3816,a*een	3816,απεην
3817,a*etek	3817,απεθηκ
3818,a*eieromai	3818,απειελομαι
3819,a*eira	3819,απειλα
3820,a*eiraon	3820,απειλαων
3821,a*eirei	3821,απειλει
3822,a*eireon	3822,απειλεον
3823,a*eireo	3823,απειλεω
3824,a*eire	3824,απειλη
3825,a*eiredo	3825,απειληδω
3826,a*eiresan	3826,απειλησαν
3827,a*eiresas	3827,απειλησας
3828,a*eireso	3828,απειλησω
3829,a*eireter	3829,απειλητηρ
3830,a*eireo	3830,απειληω
3831,a*eimi	3831,απειμι
3832,a*ei*iemi	3832,απειπιημι
3833,a*ei*on	3833,απειπον
3834,a*ei*ontos	3834,απειποντος
3835,a*eirko	3835,απειργω
3836,a*eiresien	3836,απειρεσιην
3837,a*eiresios	3837,απειρεσιος
3838,a*eiretos	3838,απειρητος
3839,a*eiritos	3839,απειριτος
3840,a*eiron	3840,απειρων
3841,a*ekainumai	3841,απεκαινυμαι
3842,a*ekosmeon	3842,απεκοσμεον
3843,a*ekopsa	3843,απεκοψα
3844,a*ekopse	3844,απεκοψε
3845,a*ekremasen	3845,απεκρεμασεν
3846,a*ekrupsen	3846,απεκρυψεν
3847,a*ektamen	3847,απεκταμεν
3848,a*ektane	3848,απεκτανε
3849,a*ektanon	3849,απεκτανον
3850,a*ektato	3850,απεκτατο
3851,a*ekteinen	3851,απεκτεινεν
3852,a*eram*	3852,απελαμπ
3853,a*eram*en	3853,απελαμπεν
3854,a*eretros	3854,απελεθρος
3855,a*erei*en	3855,απελειπεν
3856,a*ererkomai	3856,απελερχομαι
3857,a*ereke	3857,απεληγε
3858,a*ereken	3858,απεληγεν
3859,a*ereruta	3859,απεληλυθα
3860,a*erusas	3860,απελυσας
3861,a*eruse	3861,απελυσε
3862,a*erusen	3862,απελυσεν
3863,a*emeo	3863,απεμεω
3864,a*emuteomen	3864,απεμυθεομην
3865,a*enasdomai	3865,απενασδομαι
3866,a*enassato	3866,απενασσατο
3867,a*eneikan	3867,απενεικαν
3868,a*eontos	3868,απεοντος
3869,a*eonton	3869,απεοντων
3870,a*e*ausan	3870,απεπαυσαν
3871,a*e*ause	3871,απεπαυσε
3872,a*e*auo	3872,απεπαυω
3873,a*e*em*a	3873,απεπεμπα
3874,a*e*em*on	3874,απεπεμπον
3875,a*e*em*o	3875,απεπεμπω
3876,a*e*i*ton	3876,απεπιπτον
3877,a*e*rakktes	3877,απεπλαγχθης
3878,a*e*reion	3878,απεπλειον
3879,a*e*ro	3879,απεπλω
3880,a*ereisi	3880,απερεισι
3881,a*ereisin	3881,απερεισιν
3882,a*ereisios	3882,απερεισιος
3883,a*ereisis	3883,απερεισις
3884,a*errikasi	3884,απερριγασι
3885,a*eruko	3885,απερυκω
3886,a*erkomai	3886,απερχομαι
3887,a*erkomene	3887,απερχομενη
3888,a*eroeus	3888,απερωευς
3889,a*eroezo	3889,απερωηζω
3890,a*eskedasen	3890,απεσκεδασεν
3891,a*esseitai	3891,απεσσειται
3892,a*essetai	3892,απεσσεται
3893,a*essomi	3893,απεσσομι
3894,a*essuto	3894,απεσσυτο
3895,a*esso	3895,απεσσω
3896,a*este	3896,απεστη
3897,a*estike	3897,απεστιχε
3898,a*estikon	3898,απεστιχον
3899,a*estuperiksan	3899,απεστυφελιξαν
3900,a*estuperiksen	3900,απεστυφελιξεν
3901,a*etamne	3901,απεταμνε
3902,a*etidomai	3902,απετιδομαι
3903,a*etinumai	3903,απετινυμαι
3904,a*etisan	3904,απετισαν
3905,a*etisen	3905,απετισεν
3906,a*etra*e	3906,απετραπε
3907,a*etra*et	3907,απετραπετ
3908,a*etra*on	3908,απετραπον
3909,a*eutes	3909,απευθης
3910,a*eptiten	3910,απεφθιθεν
3911,a*eptito	3911,απεφθιτο
3912,a*ekeito	3912,απεχειθω
3913,a*ektairo	3913,απεχθαιρω
3914,a*ektaneai	3914,απεχθανεαι
3915,a*ekteero	3915,απεχθεηρω
3916,a*ektestai	3916,απεχθεσθαι
3917,a*ekteai	3917,απεχθηαι
3918,a*ektomai	3918,απεχθομαι
3919,a*ektomenoisi	3919,απεχθομενοισι
3920,a*ektomenos	3920,απεχθομενος
3921,a*ekomai	3921,απεχομαι
3922,a*ekonto	3922,απεχοντο
3923,a*eko	3923,απεχω
3924,a*eo	3924,απεω
3925,a*eon	3925,απεων
3926,a*eose	3926,απεωσε
3927,a*ekake	3927,απηγαγε
3928,a*erekeos	3928,απηλεγεως
3929,a*erekes	3929,απηλεγης
3930,a*eroiesen	3930,απηλοιησεν
3931,a*emantos	3931,απημαντος
3932,a*emqrote	3932,απημβροτε
3933,a*emqroten	3933,απημβροτεν
3934,a*emen	3934,απημεν
3935,a*emona	3935,απημονα
3936,a*emunen	3936,απημυνεν
3937,a*emon	3937,απημων
3938,a*en	3938,απην
3939,a*enea	3939,απηνεα
3940,a*eneos	3940,απηνεος
3941,a*ene	3941,απηνη
3942,a*enenanto	3942,απηνηναντο
3943,a*enes	3943,απηνης
3944,a*eraksen	3944,απηραξεν
3945,a*etimese	3945,απητιμησε
3946,a*eura	3946,απηυρα
3947,a*euras	3947,απηυρας
3948,a*euron	3948,απηυρων
3949,a*ekteto	3949,απηχθετο
3950,a*eoros	3950,απηωρος
3951,a*ia	3951,απια
3952,a*iteo	3952,απιθεω
3953,a*ites	3953,απιθησ
3954,a*itesan	3954,απιθησαν
3955,a*itese	3955,απιθησε
3956,a*itesei	3956,απιθησει
3957,a*itesen	3957,απιθησεν
3958,a*iteso	3958,απιθησω
3959,a*ikozo	3959,απικωζω
3960,a*inusso	3960,απινυσσω
3961,a*inuo	3961,απινυω
3962,a*ionta	3962,απιοντα
3963,a*iontos	3963,απιοντος
3964,a*ios	3964,απιος
3965,a*iseuo	3965,απισευω
3966,a*isteos	3966,απιστεος
3967,a*istos	3967,απιστος
3968,a*iske	3968,απισχε
3969,a*iko	3969,απιχω
3970,a*rois	3970,απλοις
3971,a*neustos	3971,απνευστος
3972,a*o	3972,απο
3973,a*oainumai	3973,αποαινυμαι
3974,a*oainumi	3974,αποαινυμι
3975,a*oqaino	3975,αποβαινω
3976,a*oqantes	3976,αποβαντες
3977,a*oqesomai	3977,αποβησομαι
3978,a*oqret	3978,αποβλητ
3979,a*oqretos	3979,αποβλητος
3980,a*oqruzo	3980,αποβλυζω
3981,a*oqrisso	3981,αποβρισσω
3982,a*okuioses	3982,απογυιωσης
3983,a*okumnoo	3983,απογυμνοω
3984,a*odasso	3984,αποδασσω
3985,a*odaso	3985,αποδασω
3986,a*odeirotomesein	3986,αποδειροτομησειν
3987,a*odeirotomeso	3987,αποδειροτομησω
3988,a*odidrasko	3988,αποδιδρασκω
3989,a*odidomi	3989,αποδιδωμι
3990,a*odoite	3990,αποδοιτε
3991,a*odokmozo	3991,αποδοχμωζω
3992,a*odras	3992,αποδρας
3993,a*odru*to	3993,αποδρυπτω
3994,a*odrupo	3994,αποδρυφω
3995,a*oduomai	3995,αποδυομαι
3996,a*odozo	3996,αποδωζω
3997,a*odomi	3997,αποδωμι
3998,a*odoo	3998,αποδωω
3999,a*oeike	3999,αποεικε
4000,a*oei*	4000,αποειπ
4001,a*oei*ein	4001,αποειπειν
4002,a*oei*e	4002,αποειπη
4003,a*oei*oi	4003,αποειποι
4004,a*oei*on	4004,αποειπον
4005,a*oerkate	4005,αποεργαθε
4006,a*oerkei	4006,αποεργει
4007,a*oerzo	4007,αποερζω
4008,a*oerse	4008,αποερσε
4009,a*oero	4009,αποερω
4010,a*oteiomai	4010,αποθειομαι
4011,a*otestai	4011,αποθεσθαι
4012,a*otestos	4012,αποθεστος
4013,a*otnesko	4013,αποθνησκω
4014,a*otrosko	4014,αποθρωσκω
4015,a*otumios	4015,αποθυμιος
4016,a*oina	4016,αποινα
4017,a*oinumi	4017,αποινυμι
4018,a*oinon	4018,αποινων
4019,a*oiseton	4019,αποισετον
4020,a*oikomai	4020,αποιχομαι
4021,a*oikomenoio	4021,αποιχομενοιο
4022,a*oikomenou	4022,αποιχομενου
4023,a*oiko	4023,αποιχω
4024,a*okeiro	4024,αποκειρω
4025,a*okedesante	4025,αποκηδησαντε
4026,a*okinao	4026,αποκιναω
4027,a*okinesaske	4027,αποκινησασκε
4028,a*okoqo	4028,αποκοβω
4029,a*oko*to	4029,αποκοπτω
4030,a*okrintente	4030,αποκρινθεντε
4031,a*okru*to	4031,αποκρυπτω
4032,a*oktamenai	4032,αποκταμεναι
4033,a*oktamenoio	4033,αποκταμενοιο
4034,a*oktamenon	4034,αποκταμενων
4035,a*oktano	4035,αποκτανω
4036,a*oktao	4036,αποκταω
4037,a*okteino	4037,αποκτεινω
4038,a*oram*o	4038,απολαμπω
4039,a*oreiqo	4039,απολειβω
4040,a*orei*o	4040,απολειπω
4041,a*oremos	4041,απολεμος
4042,a*ore*o	4042,απολεπω
4043,a*orestai	4043,απολεσθαι
4044,a*oresto	4044,απολεσθω
4045,a*oressan	4045,απολεσσαν
4046,a*oreke	4046,αποληγε
4047,a*oreko	4047,αποληγω
4048,a*orikmesontai	4048,απολιχμησονται
4049,a*orreko	4049,απολληκω
4050,a*orresso	4050,απολλησσω
4051,a*orreko	4051,απολληχω
4052,a*orrumenous	4052,απολλυμενους
4053,a*orrumi	4053,απολλυμι
4054,a*orro	4054,απολλω
4055,a*orron	4055,απολλων
4056,a*oroiato	4056,απολοιατο
4057,a*oroimen	4057,απολοιμην
4058,a*orouo	4058,απολουω
4059,a*orumainomai	4059,απολυμαινομαι
4060,a*orumaino	4060,απολυμαινω
4061,a*orumanter	4061,απολυμαντηρ
4062,a*orumanteres	4062,απολυμαντηρες
4063,a*orusomet	4063,απολυσομεθ
4064,a*oruo	4064,απολυω
4065,a*ororen	4065,απολωλεν
4066,a*omenizo	4066,απομηνιζω
4067,a*omenio	4067,απομηνιω
4068,a*omimneskomai	4068,απομιμνησκομαι
4069,a*omorknumi	4069,απομοργνυμι
4070,a*omorksameno	4070,απομορξαμενω
4071,a*omorksato	4071,απομορξατο
4072,a*omorkomai	4072,απομορχομαι
4073,a*onaio	4073,αποναιο
4074,a*onasno	4074,απονασνω
4075,a*oneomai	4075,απονεομαι
4076,a*onedo	4076,απονηδω
4077,a*onet	4077,απονηθ
4078,a*oneo	4078,απονηω
4079,a*onizo	4079,απονιζω
4080,a*oninamai	4080,απονιναμαι
4081,a*oni*to	4081,απονιπτω
4082,a*oni*o	4082,απονιπω
4083,a*onipo	4083,απονιφω
4084,a*onipsamenoi	4084,απονιψαμενοι
4085,a*onompi	4085,απονομφι
4086,a*onosteo	4086,απονοστεω
4087,a*onostesein	4087,απονοστησειν
4088,a*onospi	4088,απονοσφι
4089,a*onospin	4089,απονοσφιν
4090,a*oksuno	4090,αποξυνω
4091,a*oksuo	4091,αποξυω
4092,a*o*a*taneousin	4092,αποπαπτανεουσιν
4093,a*o*aumi	4093,αποπαυμι
4094,a*o*auso	4094,αποπαυσω
4095,a*o*auo	4095,αποπαυω
4096,a*o*em*emen	4096,αποπεμπεμεν
4097,a*o*em*e	4097,αποπεμπη
4098,a*o*em*o	4098,αποπεμπω
4099,a*o*rakktentas	4099,αποπλαγχθεντας
4100,a*o*rakktentes	4100,αποπλαγχθεντες
4101,a*o*razo	4101,αποπλαζω
4102,a*o*reio	4102,αποπλειω
4103,a*o*reo	4103,αποπλεω
4104,a*o*rezo	4104,αποπληζω
4105,a*o*runo	4105,αποπλυνω
4106,a*o*neiouo	4106,αποπνειουω
4107,a*o*neio	4107,αποπνειω
4108,a*o*neion	4108,αποπνειων
4109,a*o*roeron	4109,αποπροελων
4110,a*o*rote	4110,αποπροθε
4111,a*o*roten	4111,αποπροθεν
4112,a*o*roti	4112,αποπροθι
4113,a*o*roiemi	4113,αποπροιημι
4114,a*o*roio	4114,αποπροιω
4115,a*o*rotamo	4115,αποπροταμω
4116,a*o*tamene	4116,αποπταμενη
4117,a*o*tamenos	4117,αποπταμενος
4118,a*o*tuo	4118,αποπτυω
